time,EAR
42:08:711128,0
42:08:711128,0
42:08:711128,1
42:12:375365,0
42:12:375365,0
42:13:879362,0
42:13:879362,0
42:13:879362,0
42:13:879362,0
42:13:879362,0
42:13:879362,0
42:13:879362,0
42:13:879362,0
42:13:879362,0
42:13:879362,0
42:13:879362,1
42:15:212100,0
42:15:212100,0
42:15:212100,0
42:15:212100,0
42:15:212100,0
42:15:212100,0
42:15:212100,0
42:15:212100,0
42:15:212100,0
42:15:212100,0
42:15:212100,0
42:15:212100,0
42:15:212100,0
42:15:212100,0
42:16:562798,0
42:16:562798,0
42:16:562798,0
42:16:562798,0
42:16:562798,0
42:16:562798,0
42:16:562798,0
42:16:562798,0
42:16:562798,0
42:16:562798,0
42:16:562798,0
42:17:854936,0
42:17:854936,0
42:17:854936,0
42:17:854936,0
42:17:854936,0
42:17:854936,0
42:17:854936,0
42:17:854936,0
42:17:854936,0
42:17:854936,0
42:19:096632,0
42:19:096632,0
42:19:096632,0
42:19:096632,0
42:19:096632,0
42:19:096632,0
42:19:096632,0
42:19:096632,0
42:19:096632,0
42:19:096632,1
42:20:301985,0
42:20:301985,0
42:20:301985,1
42:20:301985,0
42:20:301985,0
42:20:301985,0
42:20:301985,0
42:20:301985,0
42:20:301985,1
42:20:301985,0
42:20:301985,0
42:21:594957,0
42:21:594957,0
42:21:594957,0
42:21:594957,0
42:21:594957,0
42:21:594957,1
42:21:594957,0
42:21:594957,0
42:21:594957,1
42:21:594957,0
42:21:594957,0
42:21:594957,0
42:21:594957,0
42:21:594957,1
42:21:594957,0
42:21:594957,1
42:22:819005,0
42:22:819005,0
42:22:819005,0
42:22:819005,0
42:22:819005,0
42:22:819005,0
42:22:819005,0
42:22:819005,0
42:22:819005,0
42:22:819005,0
42:22:819005,0
42:22:819005,0
42:22:819005,0
42:22:819005,0
42:22:819005,0
42:22:819005,0
42:22:819005,0
42:22:819005,0
42:22:819005,0
42:26:880066,1
42:26:880066,0
42:26:880066,0
42:26:880066,0
11:33:869891,1
11:35:156774,0
11:55:858740,0
11:57:236724,0
11:57:236724,0
11:57:236724,1
11:57:236724,0
11:57:236724,0
11:57:236724,0
11:57:236724,0
11:57:236724,0
11:58:530267,0
11:58:530267,1
11:58:530267,0
11:58:530267,0
11:58:530267,0
11:58:530267,0
11:59:842198,0
11:59:842198,1
11:59:842198,1
11:59:842198,0
11:59:842198,0
11:59:842198,1
11:59:842198,1
11:59:842198,0
11:59:842198,0
12:01:151562,0
12:01:151562,0
12:01:151562,0
12:01:151562,1
12:01:151562,1
12:01:151562,0
12:02:598670,0
12:02:598670,0
12:02:598670,0
12:02:598670,0
12:02:598670,1
12:02:598670,1
12:02:598670,0
12:02:598670,0
12:02:598670,0
12:04:272188,0
12:04:272188,1
12:04:272188,0
12:04:272188,0
12:04:272188,1
12:04:272188,1
12:04:272188,0
12:04:272188,0
12:04:272188,0
12:04:272188,0
12:09:253352,1
12:09:253352,1
12:09:253352,1
12:10:897854,1
12:10:897854,1
12:10:897854,1
12:19:286194,1
12:26:006109,1
12:26:006109,1
12:26:006109,1
12:26:006109,1
12:26:006109,1
12:26:006109,1
12:27:688523,1
12:27:688523,1
12:27:688523,1
12:27:688523,1
12:29:337138,1
12:30:995713,1
12:45:908510,1
12:45:908510,1
12:45:908510,1
12:45:908510,1
12:45:908510,1
13:57:266060,0
14:03:318178,0
14:03:318178,0
14:05:388717,0
14:05:388717,0
14:05:388717,0
14:05:388717,0
14:05:388717,0
14:05:388717,0
14:07:534329,0
14:07:534329,0
14:07:534329,0
14:07:534329,0
14:07:534329,0
14:09:700938,0
14:09:700938,0
14:09:700938,0
14:13:884561,1
14:16:103037,1
14:16:103037,1
14:16:103037,1
14:16:103037,1
14:18:207898,1
14:18:207898,1
14:26:501526,0
14:26:501526,1
14:26:501526,1
14:30:637842,0
14:36:861850,0
14:36:861850,0
14:36:861850,0
14:38:992134,0
14:38:992134,0
14:38:992134,0
14:38:992134,0
14:38:992134,0
14:38:992134,0
14:38:992134,0
14:40:998985,0
14:40:998985,0
14:43:080186,0
14:45:126335,0
14:45:126335,0
14:47:310002,0
14:47:310002,0
14:47:310002,0
14:47:310002,0
14:49:356183,0
14:49:356183,0
14:49:356183,0
14:49:356183,0
14:49:356183,0
14:49:356183,0
14:51:569230,0
14:51:569230,0
14:51:569230,0
14:51:569230,0
14:51:569230,0
14:51:569230,0
14:51:569230,0
14:51:569230,0
14:51:569230,0
15:14:543570,0
15:14:543570,0
15:16:602494,0
15:16:602494,0
15:16:602494,0
15:16:602494,0
15:16:602494,0
15:29:135567,1
15:29:135567,1
15:29:135567,0
15:29:135567,1
15:29:135567,0
15:39:552892,1
15:43:897572,0
15:43:897572,1
15:43:897572,0
15:45:696355,0
15:45:696355,0
15:45:696355,0
15:45:696355,0
15:45:696355,0
15:45:696355,0
15:45:696355,0
15:47:388456,0
15:47:388456,1
15:50:716911,0
15:50:716911,0
15:52:373706,0
15:52:373706,0
16:03:886159,0
16:05:548822,0
16:05:548822,0
16:05:548822,0
16:05:548822,0
16:10:406970,0
16:12:084334,0
16:13:757308,0
16:13:757308,0
16:13:757308,0
16:13:757308,0
16:13:757308,0
16:13:757308,0
16:13:757308,0
16:13:757308,0
16:13:757308,0
16:15:454845,0
16:15:454845,0
16:15:454845,0
16:15:454845,0
16:17:208473,0
16:17:208473,0
16:17:208473,0
16:17:208473,0
16:17:208473,0
16:17:208473,0
16:18:874094,0
16:18:874094,0
16:18:874094,0
16:18:874094,0
16:18:874094,0
16:18:874094,0
16:18:874094,0
16:18:874094,0
16:18:874094,0
17:11:537782,1
17:18:084722,0
17:19:686403,0
17:21:402282,0
17:21:402282,0
17:21:402282,0
17:21:402282,0
17:21:402282,0
17:21:402282,0
17:23:113845,0
17:23:113845,0
17:23:113845,0
17:23:113845,0
17:23:113845,0
17:23:113845,0
17:26:401308,0
17:26:401308,0
17:26:401308,0
17:28:071364,0
17:28:071364,0
17:32:949374,0
17:32:949374,0
17:32:949374,0
17:32:949374,0
17:34:632389,0
17:34:632389,0
17:36:311674,0
17:36:311674,0
17:36:311674,0
17:37:972594,0
17:37:972594,0
17:37:972594,0
17:39:625826,0
17:39:625826,0
17:39:625826,0
17:41:222900,0
17:41:222900,0
17:41:222900,0
17:41:222900,0
17:41:222900,0
17:42:878772,0
17:44:609324,0
17:44:609324,0
17:44:609324,0
17:44:609324,0
17:44:609324,0
17:44:609324,0
17:44:609324,0
17:46:313767,0
17:46:313767,0
17:46:313767,0
17:47:988203,0
17:47:988203,0
17:47:988203,0
17:47:988203,0
17:47:988203,0
17:59:654650,0
17:59:654650,0
17:59:654650,0
17:59:654650,0
18:01:291945,0
18:09:513202,0
18:09:513202,0
18:09:513202,0
18:17:754999,0
18:17:754999,0
18:17:754999,0
18:17:754999,1
18:19:382927,0
18:19:382927,0
18:21:028042,0
18:40:959427,0
18:40:959427,0
18:42:630387,0
18:42:630387,0
18:44:337221,0
18:44:337221,0
18:44:337221,0
18:44:337221,0
18:44:337221,0
18:44:337221,0
18:44:337221,0
18:44:337221,0
18:46:053677,0
18:46:053677,0
18:46:053677,0
18:46:053677,0
18:46:053677,0
18:46:053677,0
18:46:053677,0
18:46:053677,0
18:46:053677,0
18:47:739814,0
18:47:739814,0
18:47:739814,0
18:47:739814,0
18:47:739814,0
18:47:739814,0
18:47:739814,0
18:47:739814,0
18:47:739814,0
18:49:373059,0
18:49:373059,0
18:49:373059,0
18:49:373059,0
18:49:373059,0
18:49:373059,0
18:49:373059,0
18:49:373059,0
18:51:107764,0
18:51:107764,0
18:51:107764,0
18:51:107764,0
18:51:107764,0
18:51:107764,0
18:51:107764,0
18:51:107764,0
18:52:856121,0
18:52:856121,0
18:52:856121,0
18:52:856121,0
18:52:856121,0
18:52:856121,0
18:52:856121,0
18:54:548610,0
18:54:548610,0
18:54:548610,0
18:54:548610,0
18:56:213019,0
18:57:852646,0
18:57:852646,0
18:57:852646,0
19:06:227838,1
19:09:513225,0
19:12:854745,0
19:12:854745,0
19:12:854745,0
19:12:854745,0
19:16:260181,1
19:16:260181,0
19:17:826658,1
19:17:826658,1
19:19:589729,1
19:19:589729,1
19:19:589729,1
19:19:589729,1
19:19:589729,1
19:24:543343,1
19:24:543343,0
19:27:905270,0
19:29:543766,0
19:29:543766,0
19:29:543766,0
19:29:543766,0
19:29:543766,1
19:29:543766,0
19:31:280729,0
19:31:280729,0
19:31:280729,0
19:31:280729,0
19:31:280729,0
19:31:280729,0
19:31:280729,0
19:31:280729,0
19:31:280729,0
19:31:280729,0
19:33:026989,0
19:33:026989,0
19:33:026989,0
19:33:026989,0
19:33:026989,0
19:34:725846,0
19:34:725846,0
19:36:469698,0
19:43:117926,0
20:34:776866,0
20:52:933074,0
20:52:933074,0
20:54:593554,0
20:54:593554,0
20:54:593554,0
20:54:593554,0
20:54:593554,0
20:54:593554,0
20:56:316373,0
20:56:316373,0
20:56:316373,0
20:56:316373,0
20:56:316373,0
20:57:987215,0
20:57:987215,0
20:57:987215,0
20:57:987215,0
20:57:987215,0
20:57:987215,0
20:57:987215,0
20:59:699200,0
20:59:699200,0
21:01:334463,0
21:26:165549,0
21:29:541855,0
21:29:541855,0
21:31:228620,0
21:31:228620,0
21:31:228620,0
21:32:792241,0
21:32:792241,0
21:32:792241,0
21:36:147310,0
21:36:147310,0
21:36:147310,0
21:41:116019,0
21:46:149106,0
21:46:149106,0
21:47:697323,0
22:00:957458,1
22:00:957458,0
22:00:957458,1
22:02:678821,0
22:02:678821,0
22:02:678821,0
22:02:678821,0
22:02:678821,0
22:02:678821,0
22:02:678821,0
22:04:329652,0
22:04:329652,0
22:04:329652,0
22:04:329652,0
22:04:329652,0
22:04:329652,0
22:04:329652,0
22:06:058693,0
22:06:058693,0
22:06:058693,0
22:06:058693,0
22:06:058693,0
22:06:058693,0
22:06:058693,0
22:06:058693,0
22:06:058693,0
22:07:699728,0
22:07:699728,0
22:07:699728,0
22:07:699728,0
22:07:699728,0
22:09:399305,0
22:10:988424,1
22:12:656324,0
22:12:656324,0
22:12:656324,0
22:12:656324,1
22:12:656324,0
22:14:316129,1
22:14:316129,1
22:16:001746,0
22:16:001746,0
22:16:001746,0
22:16:001746,0
22:16:001746,0
22:16:001746,0
22:17:682346,0
22:17:682346,0
22:21:031090,0
22:21:031090,1
22:22:676362,0
22:22:676362,0
22:30:855574,0
22:30:855574,0
22:32:533115,0
22:32:533115,0
22:32:533115,0
22:37:417883,0
22:39:127109,0
22:42:530746,1
22:42:530746,0
22:44:193839,0
22:44:193839,0
22:44:193839,0
22:44:193839,0
22:45:797308,0
22:47:412937,0
22:47:412937,0
22:47:412937,0
22:47:412937,0
22:49:149987,0
22:49:149987,0
22:49:149987,0
22:49:149987,0
22:49:149987,0
22:49:149987,1
22:49:149987,0
22:49:149987,0
22:49:149987,0
22:49:149987,0
22:49:149987,1
22:50:851754,0
22:50:851754,0
22:50:851754,0
22:50:851754,0
22:50:851754,0
22:52:507918,0
22:52:507918,1
23:10:943558,1
16:52:243824,0
16:52:243824,0
16:52:243824,0
16:52:243824,0
16:52:243824,0
16:53:892442,0
16:53:892442,0
16:53:892442,0
16:53:892442,0
16:53:892442,0
16:53:892442,0
16:53:892442,0
16:53:892442,0
16:53:892442,0
16:53:892442,0
16:55:582486,0
16:55:582486,0
16:55:582486,0
16:55:582486,0
16:55:582486,0
16:55:582486,0
16:55:582486,0
16:55:582486,0
16:55:582486,0
16:55:582486,0
16:57:535006,0
16:57:535006,0
16:57:535006,0
16:57:535006,0
16:57:535006,0
16:57:535006,0
16:57:535006,0
16:57:535006,0
16:57:535006,0
16:57:535006,1
16:59:264196,1
16:59:264196,1
16:59:264196,1
16:59:264196,1
16:59:264196,1
16:59:264196,0
16:59:264196,0
16:59:264196,0
16:59:264196,0
16:59:264196,0
22:53:500391,0
22:53:500391,0
22:53:500391,0
22:53:500391,0
22:53:500391,0
22:53:500391,0
22:53:500391,0
22:53:500391,0
22:53:500391,0
22:53:500391,0
22:53:500391,0
22:53:500391,0
22:53:500391,0
22:53:500391,0
22:53:500391,0
22:53:500391,0
22:53:500391,0
22:53:500391,0
22:53:500391,0
22:53:500391,0
25:46:386118,1
25:46:386118,0
25:46:386118,0
25:46:386118,0
25:46:386118,1
25:46:386118,1
25:46:386118,1
25:46:386118,1
25:46:386118,1
25:46:386118,1
25:46:386118,1
25:46:386118,1
25:46:386118,0
25:46:386118,1
25:46:386118,0
25:46:386118,1
25:46:386118,0
25:46:386118,0
25:46:386118,0
25:46:386118,0
25:48:202146,0
25:48:202146,0
25:48:202146,0
25:48:202146,1
25:48:202146,0
25:48:202146,0
25:48:202146,0
25:48:202146,0
25:48:202146,0
25:48:202146,0
25:48:202146,0
25:48:202146,1
25:48:202146,0
25:48:202146,1
25:48:202146,1
25:48:202146,0
25:50:068751,1
25:50:068751,1
25:50:068751,1
25:50:068751,1
25:50:068751,1
25:50:068751,1
25:50:068751,1
25:50:068751,1
25:50:068751,1
25:50:068751,1
25:50:068751,0
25:50:068751,1
25:50:068751,0
25:50:068751,0
25:50:068751,0
25:50:068751,0
25:50:068751,0
25:50:068751,1
25:51:802529,1
25:51:802529,1
25:51:802529,1
25:51:802529,0
25:51:802529,1
25:51:802529,0
25:51:802529,1
25:51:802529,0
25:51:802529,1
25:51:802529,0
25:51:802529,1
25:51:802529,1
25:51:802529,1
25:51:802529,0
25:51:802529,1
25:51:802529,0
25:51:802529,1
25:53:628006,1
25:53:628006,0
25:53:628006,0
25:53:628006,0
25:53:628006,0
25:53:628006,0
25:53:628006,0
25:53:628006,1
25:53:628006,0
25:53:628006,0
25:53:628006,0
25:53:628006,0
25:53:628006,1
25:53:628006,0
25:53:628006,0
25:53:628006,0
25:53:628006,0
25:53:628006,0
25:55:509520,0
25:55:509520,0
25:55:509520,0
25:55:509520,1
25:55:509520,0
25:55:509520,1
25:55:509520,0
25:55:509520,0
25:55:509520,1
25:55:509520,0
25:55:509520,0
25:55:509520,0
25:55:509520,0
25:55:509520,0
25:55:509520,0
25:55:509520,0
25:55:509520,0
25:55:509520,0
25:55:509520,0
25:55:509520,0
25:57:317918,0
25:57:317918,0
25:57:317918,0
25:57:317918,0
25:57:317918,0
25:57:317918,0
25:57:317918,1
25:57:317918,1
25:57:317918,1
25:57:317918,1
25:57:317918,1
25:57:317918,1
25:57:317918,1
25:57:317918,0
25:59:062630,0
25:59:062630,0
25:59:062630,1
25:59:062630,1
25:59:062630,1
25:59:062630,1
25:59:062630,1
25:59:062630,1
25:59:062630,1
25:59:062630,1
26:00:896170,1
26:00:896170,1
26:00:896170,1
26:00:896170,1
26:00:896170,1
26:00:896170,1
26:06:218847,0
26:06:218847,0
26:06:218847,0
26:06:218847,0
26:06:218847,0
26:06:218847,0
26:06:218847,0
26:06:218847,0
26:07:860462,0
26:07:860462,0
26:07:860462,0
26:07:860462,0
26:09:642441,0
26:09:642441,0
26:09:642441,0
26:09:642441,0
26:09:642441,0
26:09:642441,1
26:09:642441,0
26:09:642441,0
26:09:642441,0
26:11:474086,0
26:11:474086,0
26:11:474086,0
26:11:474086,0
26:11:474086,0
26:11:474086,0
26:13:260929,0
26:13:260929,1
26:13:260929,0
26:13:260929,0
26:13:260929,0
26:13:260929,0
26:13:260929,0
26:13:260929,0
26:13:260929,0
26:13:260929,0
26:13:260929,0
26:13:260929,0
26:15:003973,0
26:15:003973,0
26:15:003973,0
26:15:003973,0
26:15:003973,0
26:15:003973,1
26:15:003973,0
26:15:003973,1
26:15:003973,1
26:15:003973,0
26:15:003973,1
26:15:003973,0
26:15:003973,1
26:15:003973,0
26:15:003973,0
26:15:003973,0
26:15:003973,0
26:15:003973,0
26:15:003973,0
26:15:003973,0
26:16:767968,0
26:16:767968,0
26:16:767968,0
26:16:767968,0
26:16:767968,1
26:16:767968,0
26:16:767968,0
26:16:767968,0
26:16:767968,0
26:16:767968,0
26:18:547383,0
26:18:547383,1
26:18:547383,1
26:18:547383,0
26:18:547383,0
26:18:547383,0
26:18:547383,0
26:18:547383,0
26:18:547383,0
26:18:547383,0
26:20:323118,0
26:20:323118,0
26:20:323118,0
26:20:323118,0
26:20:323118,0
26:20:323118,0
26:20:323118,0
26:20:323118,0
26:20:323118,0
26:20:323118,1
26:22:162521,0
26:22:162521,0
26:22:162521,0
26:22:162521,0
26:22:162521,1
26:22:162521,0
26:22:162521,1
26:22:162521,0
26:22:162521,0
26:22:162521,1
26:22:162521,0
26:22:162521,0
26:22:162521,1
26:22:162521,0
26:22:162521,1
26:22:162521,0
26:22:162521,0
26:24:057898,0
26:24:057898,0
26:24:057898,0
26:24:057898,0
26:24:057898,0
26:24:057898,0
26:24:057898,0
26:24:057898,0
26:24:057898,0
26:24:057898,0
26:24:057898,0
26:24:057898,1
26:26:125014,0
26:26:125014,1
26:26:125014,0
26:26:125014,0
26:26:125014,0
26:26:125014,0
26:26:125014,0
26:26:125014,0
26:26:125014,0
26:26:125014,0
26:26:125014,0
26:26:125014,1
26:26:125014,0
26:26:125014,0
26:26:125014,0
26:26:125014,1
26:26:125014,0
26:26:125014,0
26:26:125014,0
26:26:125014,0
26:28:169411,0
26:28:169411,0
26:28:169411,0
26:28:169411,0
26:28:169411,0
26:28:169411,0
26:28:169411,0
26:28:169411,0
26:28:169411,0
26:28:169411,0
26:28:169411,0
26:28:169411,0
26:28:169411,0
26:28:169411,0
26:28:169411,0
26:28:169411,0
26:28:169411,0
26:28:169411,0
26:28:169411,0
26:28:169411,0
26:30:308517,0
26:30:308517,0
26:30:308517,0
26:30:308517,1
26:30:308517,0
26:30:308517,0
26:30:308517,0
26:30:308517,1
26:30:308517,0
26:30:308517,1
26:30:308517,0
26:30:308517,0
26:30:308517,0
26:30:308517,0
26:30:308517,0
26:30:308517,0
26:30:308517,0
26:30:308517,0
26:30:308517,0
26:30:308517,0
26:32:155116,0
26:32:155116,0
26:32:155116,0
26:32:155116,0
26:32:155116,0
26:32:155116,0
26:32:155116,0
26:32:155116,0
26:32:155116,0
26:32:155116,0
26:32:155116,0
26:32:155116,0
26:32:155116,0
26:32:155116,0
26:32:155116,0
26:32:155116,0
26:32:155116,0
26:32:155116,0
26:32:155116,0
26:32:155116,1
26:33:996971,0
26:33:996971,1
26:33:996971,0
26:33:996971,1
26:33:996971,0
26:33:996971,1
26:33:996971,0
26:33:996971,1
26:33:996971,0
26:33:996971,1
26:33:996971,0
26:33:996971,1
26:33:996971,0
26:33:996971,1
26:33:996971,0
26:33:996971,1
26:33:996971,0
26:33:996971,1
26:33:996971,0
26:33:996971,1
00:33:314401,1
00:33:314401,1
00:33:314401,1
00:33:314401,0
00:33:314401,0
00:33:314401,0
00:33:314401,0
00:33:314401,0
00:33:314401,0
00:33:314401,0
00:34:680480,0
00:34:680480,0
00:34:680480,0
00:34:680480,0
00:34:680480,1
00:34:680480,1
00:34:680480,0
00:34:680480,0
00:34:680480,1
00:34:680480,0
00:36:051277,1
00:36:051277,1
00:36:051277,1
00:36:051277,1
00:36:051277,1
00:36:051277,1
00:36:051277,1
00:36:051277,1
00:36:051277,1
00:36:051277,1
00:37:430048,1
00:37:430048,1
00:37:430048,1
00:37:430048,1
00:37:430048,0
00:37:430048,0
00:37:430048,0
00:37:430048,0
00:37:430048,0
00:37:430048,0
00:38:734954,0
00:38:734954,0
00:38:734954,0
00:38:734954,0
00:38:734954,0
00:38:734954,0
00:43:856990,0
00:43:856990,0
00:45:175331,0
00:45:175331,0
00:45:175331,0
00:45:175331,0
00:45:175331,0
00:45:175331,0
00:45:175331,0
00:45:175331,0
00:45:175331,0
00:45:175331,0
00:46:508679,0
00:46:508679,0
00:46:508679,1
00:46:508679,0
00:46:508679,0
00:46:508679,0
00:46:508679,0
00:46:508679,1
00:46:508679,1
00:46:508679,1
00:47:778993,1
00:47:778993,1
00:47:778993,1
00:47:778993,0
00:47:778993,0
00:47:778993,0
00:47:778993,1
00:47:778993,1
00:49:122965,0
00:49:122965,0
00:49:122965,0
00:50:435910,1
00:50:435910,0
00:50:435910,1
00:50:435910,1
00:50:435910,1
00:50:435910,0
00:50:435910,1
00:50:435910,1
00:50:435910,1
00:50:435910,0
00:51:696771,0
00:52:974507,1
00:52:974507,1
00:56:205195,0
00:56:205195,0
00:56:205195,0
00:56:205195,0
00:56:205195,0
00:57:958693,0
00:57:958693,0
00:57:958693,0
00:57:958693,0
00:57:958693,0
00:57:958693,0
00:57:958693,0
00:57:958693,0
00:57:958693,0
00:57:958693,0
00:59:704199,0
00:59:704199,0
00:59:704199,0
00:59:704199,0
00:59:704199,0
00:59:704199,0
00:59:704199,0
00:59:704199,1
01:01:475044,0
01:01:475044,1
01:01:475044,1
01:01:475044,1
01:01:475044,1
01:01:475044,1
01:01:475044,1
01:01:475044,1
01:01:475044,1
01:03:313128,1
01:03:313128,1
01:03:313128,1
01:03:313128,0
01:03:313128,1
01:03:313128,0
01:03:313128,1
01:03:313128,1
01:03:313128,1
01:03:313128,0
01:05:085000,0
01:05:085000,1
01:05:085000,0
01:05:085000,1
01:05:085000,0
01:05:085000,0
01:05:085000,0
01:05:085000,1
01:05:085000,1
01:05:085000,1
01:06:692736,0
01:06:692736,0
01:06:692736,0
01:06:692736,0
01:06:692736,0
01:06:692736,0
01:06:692736,1
01:08:547957,1
01:08:547957,1
01:08:547957,1
01:08:547957,1
01:08:547957,1
01:08:547957,1
01:08:547957,1
01:08:547957,1
01:08:547957,1
01:10:300232,1
01:10:300232,1
01:10:300232,1
01:10:300232,0
01:17:212400,0
01:20:680471,1
01:20:680471,1
01:20:680471,0
01:20:680471,1
01:20:680471,1
01:20:680471,1
01:20:680471,1
01:22:423654,1
01:22:423654,1
01:22:423654,1
01:22:423654,1
01:22:423654,1
01:25:872351,1
01:27:552485,1
01:27:552485,0
01:27:552485,0
01:27:552485,1
01:27:552485,1
01:32:817821,0
01:36:337037,0
01:36:337037,1
01:36:337037,0
01:38:108908,1
01:38:108908,0
01:38:108908,0
01:38:108908,1
01:38:108908,0
01:38:108908,1
01:41:689779,0
01:41:689779,1
01:41:689779,1
01:41:689779,0
01:41:689779,1
01:43:440134,1
01:43:440134,1
01:45:245999,1
01:47:061391,1
01:52:230615,1
01:54:033130,0
01:55:701885,0
01:57:517619,0
01:57:517619,1
01:57:517619,1
01:57:517619,1
01:57:517619,1
01:57:517619,0
01:59:329994,1
01:59:329994,1
01:59:329994,1
01:59:329994,1
01:59:329994,1
01:59:329994,1
01:59:329994,1
01:59:329994,1
01:59:329994,1
02:01:038854,1
02:01:038854,1
02:01:038854,1
02:01:038854,1
02:01:038854,1
02:01:038854,1
02:02:720501,0
02:02:720501,0
02:07:901810,0
02:16:603052,1
02:31:230272,1
49:14:117962,0
49:14:117962,0
49:14:117962,0
49:14:117962,0
49:14:117962,0
49:14:117962,0
49:14:117962,0
49:15:149796,0
49:15:149796,0
49:15:149796,0
49:15:149796,0
49:15:149796,0
49:15:149796,0
49:15:149796,0
49:15:149796,0
49:15:149796,0
49:15:149796,1
49:16:128128,1
49:16:128128,0
49:16:128128,1
49:16:128128,0
49:16:128128,0
49:16:128128,1
49:16:128128,0
49:16:128128,0
49:16:128128,0
49:16:128128,0
49:17:135763,0
49:17:135763,0
49:17:135763,0
49:17:135763,0
49:17:135763,1
49:17:135763,1
49:17:135763,0
49:17:135763,0
49:17:135763,1
49:17:135763,0
49:18:122754,0
49:18:122754,0
49:18:122754,0
49:18:122754,0
49:18:122754,0
49:18:122754,0
49:18:122754,1
49:18:122754,1
49:18:122754,0
49:18:122754,0
49:19:113704,0
49:19:113704,0
49:19:113704,1
49:19:113704,1
49:19:113704,0
49:19:113704,0
49:19:113704,0
49:19:113704,0
49:19:113704,0
49:19:113704,0
49:20:115176,1
49:20:115176,1
49:20:115176,1
49:20:115176,0
49:20:115176,1
49:20:115176,0
49:20:115176,0
49:20:115176,0
49:20:115176,0
49:20:115176,1
49:21:153970,0
49:21:153970,0
49:21:153970,0
49:21:153970,0
49:21:153970,0
49:21:153970,0
49:21:153970,0
49:21:153970,0
49:21:153970,0
49:21:153970,0
49:22:115507,0
49:22:115507,0
49:22:115507,0
49:22:115507,0
49:22:115507,0
49:22:115507,0
49:22:115507,0
49:22:115507,0
49:22:115507,0
49:23:123721,1
49:23:123721,1
49:23:123721,1
49:23:123721,0
49:23:123721,0
49:23:123721,0
49:23:123721,1
49:23:123721,0
49:23:123721,0
49:23:123721,1
49:24:115236,1
49:24:115236,1
49:24:115236,0
49:24:115236,0
49:24:115236,1
49:24:115236,0
49:24:115236,1
49:24:115236,1
49:24:115236,0
49:24:115236,0
49:25:222680,0
49:25:222680,0
49:25:222680,0
49:25:222680,0
49:25:222680,0
49:25:222680,0
49:25:222680,0
49:25:222680,0
49:25:222680,0
49:25:222680,0
49:26:243944,0
49:26:243944,0
49:26:243944,0
49:26:243944,0
49:26:243944,0
49:26:243944,0
49:26:243944,0
49:26:243944,0
49:26:243944,0
49:26:243944,0
49:27:334527,0
49:27:334527,0
49:27:334527,0
49:27:334527,0
49:27:334527,0
49:27:334527,0
49:27:334527,0
49:27:334527,0
49:27:334527,0
49:27:334527,0
49:28:328265,0
49:28:328265,0
49:28:328265,0
49:28:328265,0
49:28:328265,0
49:28:328265,0
49:28:328265,0
49:28:328265,0
49:28:328265,0
49:28:328265,0
49:29:340967,0
49:29:340967,0
49:29:340967,0
49:29:340967,0
49:29:340967,0
49:29:340967,0
49:29:340967,0
49:29:340967,0
49:29:340967,0
49:29:340967,0
49:30:329855,0
49:30:329855,0
49:30:329855,0
49:30:329855,0
49:30:329855,1
49:30:329855,1
49:30:329855,0
49:30:329855,0
49:30:329855,0
49:30:329855,0
49:31:354256,0
49:31:354256,0
49:31:354256,0
49:31:354256,0
49:31:354256,0
49:31:354256,0
49:31:354256,0
49:31:354256,0
49:31:354256,0
49:31:354256,0
49:32:445073,0
49:32:445073,0
49:32:445073,0
49:32:445073,0
49:32:445073,0
49:32:445073,0
49:32:445073,0
49:32:445073,0
49:32:445073,0
49:32:445073,0
49:33:546936,0
49:33:546936,0
49:33:546936,0
49:33:546936,0
49:33:546936,0
49:33:546936,0
49:33:546936,1
49:33:546936,1
49:33:546936,1
49:33:546936,1
49:34:535506,1
49:34:535506,1
49:34:535506,1
49:34:535506,1
49:34:535506,1
49:34:535506,1
49:34:535506,1
49:34:535506,1
49:34:535506,1
49:34:535506,1
49:35:544608,1
49:35:544608,1
49:35:544608,1
49:35:544608,1
49:35:544608,0
49:35:544608,0
49:35:544608,0
49:35:544608,0
49:35:544608,0
49:35:544608,0
49:36:535404,0
49:36:535404,0
49:36:535404,0
49:36:535404,0
49:36:535404,0
49:36:535404,0
49:36:535404,0
49:36:535404,0
49:36:535404,0
49:36:535404,0
49:37:544287,0
49:37:544287,0
49:37:544287,0
49:37:544287,0
49:37:544287,0
49:37:544287,0
49:37:544287,0
49:37:544287,0
49:37:544287,0
49:37:544287,0
49:38:551853,1
49:38:551853,1
49:38:551853,1
49:38:551853,1
49:38:551853,0
49:38:551853,1
49:38:551853,1
49:38:551853,1
49:38:551853,1
49:39:551808,1
49:39:551808,0
49:39:551808,1
49:39:551808,1
49:39:551808,1
49:39:551808,1
49:39:551808,1
49:39:551808,1
49:39:551808,1
49:40:565052,1
49:40:565052,0
49:40:565052,0
49:40:565052,1
49:40:565052,1
49:40:565052,0
49:40:565052,0
49:40:565052,1
49:40:565052,1
49:40:565052,1
49:41:689566,1
49:41:689566,1
49:41:689566,0
49:41:689566,0
49:41:689566,1
49:41:689566,1
49:41:689566,0
49:41:689566,1
49:41:689566,1
49:41:689566,1
49:42:663825,1
49:42:663825,1
49:42:663825,0
49:42:663825,1
49:42:663825,1
49:42:663825,1
49:42:663825,1
49:42:663825,1
49:42:663825,1
49:43:685585,1
49:43:685585,1
